_id,Gemeente,CBS gemeentecode,Nummer stembureau,Naam stembureau,Gebruikersdoel het gebouw,Website locatie,Wijknaam,CBS wijknummer,Buurtnaam,CBS buurtnummer,BAG referentienummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Postcode,Plaats,Extra adresaanduiding,X,Y,Longitude,Latitude,Districtcode,Openingstijden,Mindervaliden toegankelijk,Invalidenparkeerplaatsen,Akoestiek,Mindervalide toilet aanwezig,Kieskring ID,Hoofdstembureau,Contactgegevens,Beschikbaarheid,ID,UUID
3918,Hilversum,GM0402,18,Zorggroep Amaris Zuiderheide,"woonfunctie, gezondheidszorgfunctie",,Zuid,WK040204,Zeeheldenkwartier,BU04020405,0402200001537555,Diependaalselaan,337,,1215KG,Hilversum,,,,5.15211144974637,52.2135126797079,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,579932c5a1754eb38ccafffc5e74fe2c
3919,Hilversum,GM0402,19,ROC (ROCvA) Hilversum,onderwijsfunctie,,Zuidoost,WK040205,Arenaparkkwartier,BU04020503,0402200001598922,Arena,301,,1213NW,Hilversum,,,,5.18811620713671,52.2153256204416,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,9db83f09b38743ac9ea9ec921579acab
3920,Hilversum,GM0402,21,Goudenregenschool,onderwijsfunctie,,Zuid,WK040204,Bloemenkwartier Zuid,BU04020402,0402200001593124,Goudenregenlaan,1,,1214NC,Hilversum,,,,5.16585604900219,52.2079562870184,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,fe371e0fafab4f82a298496eefb47cf1
3921,Hilversum,GM0402,22,Woondienstencentrum De Egelantier,"woonfunctie, gezondheidszorgfunctie",,Zuid,WK040204,Bloemenkwartier Zuid,BU04020402,0402200001618443,Egelantierstraat,194,,1214EH,Hilversum,,,,5.17321205749885,52.2134488074781,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,52fd0725b35043939237dd770a775399
3922,Hilversum,GM0402,23,Diependaalse Kerk,bijeenkomstfunctie,,Zuid,WK040204,Bloemenkwartier Zuid,BU04020402,0402200001585840,Diependaalselaan,138,,1214KE,Hilversum,,,,5.17263454292308,52.2117218924008,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,94193aaf37d94f50ac47c3e6a40b6ce6
3923,Hilversum,GM0402,24,Villa Vrolik,"bijeenkomstfunctie, onderwijsfunctie",,Oost,WK040206,Anna's Hoeve,BU04020606,0402200001628472,Harry Banninkstraat,101,,1223MP,Hilversum,,,,5.20725706431528,52.2231431255399,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,7e6d1d35a8e54027837c431235987820
3924,Hilversum,GM0402,25,Woondienstencentrum Lopes Dias,"bijeenkomstfunctie, kantoorfunctie, overige gebruiksfunctie",,Noordoost,WK040207,Noord,BU04020703,0402200001620632,Lopes Diaslaan,213,,1222VE,Hilversum,,,,5.17804989880936,52.2413516787661,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,4f234d93e3154ad19aae5f8a9a9e9108
3925,Hilversum,GM0402,26,Station Hilversum (achterzijde),"industriefunctie, winkelfunctie",,Oost,WK040206,Geuzenbuurt,BU04020601,0402200001574093,Larenseweg,1,,1221CH,Hilversum,Oosterspoorplein,,,5.18233,52.227001,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,19145651faa24791bf9671b7db4d0f56
3926,Aalsmeer,GM0358,,Wijkcentrum 't Baken,bijeenkomstfunctie,,Wijk 00 Aalsmeer,WK035800,Stommeer,BU03580001,0358200018928938,Sportlaan,86,,1431JA,Aalsmeer,,,,4.76798996,52.267225193,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Aalsmeer,Aalsmeer,,,NLODSGM0358stembureaus20180321002,beb370a3fda241818cf29a7959406143
3927,Hilversum,GM0402,27,Fresh Forward,kantoorfunctie,,Noordoost,WK040207,Erfgooiersbuurt,BU04020702,0402200001618979,Larenseweg,279,,1222HJ,Hilversum,,,,5.19465838962334,52.2367918495763,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,ff54cde5bc524392ba85c231539260bb
3928,Hilversum,GM0402,28,Da Costaschool,onderwijsfunctie,,Noordoost,WK040207,Noord,BU04020703,0402200001626300,Lieven de Keylaan,56,,1222LH,Hilversum,,,,5.18349573543221,52.2364736572428,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,a7f9f11b4a5948a8a10fdf3127ca387e
3929,Hilversum,GM0402,29,Sterrenschool Hilversum,onderwijsfunctie,,Noordoost,WK040207,Johannes Geradtswegbuurt,BU04020701,0402200001544440,Jan Blankenlaan,8,,1222SW,Hilversum,,,,5.18202337028763,52.2340741385341,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,64b62cf6637845fda0fc1b834cfae82a
3930,Hilversum,GM0402,30,Scouting clubhuis De Orion,bijeenkomstfunctie,,Oost,WK040206,Astronomische Buurt,BU04020605,0402200001589566,Orionlaan,60,,1223AJ,Hilversum,,,,5.20021335490864,52.2356819540144,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,1ae9509c1a6041378be910554910ae83
3931,Hilversum,GM0402,31,Wijkcentrum De Geus,bijeenkomstfunctie,,Oost,WK040206,Geuzenbuurt,BU04020601,0402200001550518,Geuzenweg,84,,1221BV,Hilversum,,,,5.18389862033576,52.2293387246536,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,922eeb36050a4aa18012aac6d4ff107a
3932,Hilversum,GM0402,32,College de Opmaat,onderwijsfunctie,,Oost,WK040206,Geuzenbuurt,BU04020601,0402200001617146,Larenseweg,127,,1221CL,Hilversum,,,,5.18700934243143,52.231243999286,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,b8471f9938074181bb86a186632b063b
3933,Hilversum,GM0402,33,Sportcafé De Lieberg,bijeenkomstfunctie,,Oost,WK040206,Kleine Driftbuurt,BU04020603,0402200001559038,Jan van der Heijdenstraat,170,,1221EM,Hilversum,,,,5.19253642682373,52.2269056904096,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,469a2ec8f1064396b75ed9a19f65314c
3934,Hilversum,GM0402,34,Lorentzschool,onderwijsfunctie,,Oost,WK040206,Astronomische Buurt,BU04020605,0402200001616598,Lorentzweg,135,,1223HN,Hilversum,,,,5.19542547852777,52.2285094390568,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,25ccdded7ff54404a03b27978575d4c3
3935,Hilversum,GM0402,35,Wijkcentrum St. Joseph,bijeenkomstfunctie,,Oost,WK040206,Liebergen,BU04020604,0402200001609241,Minckelersstraat,71,,1223LD,Hilversum,,,,5.19891708488574,52.224421371916,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,3c21c81fdd9a49a08d45c7336d563580
3936,Hilversum,GM0402,36,Heelo,kantoorfunctie,,Zuidoost,WK040205,Van Riebeeckkwartier,BU04020505,0402200001615135,Oosterengweg,44,,1212CN,Hilversum,,,,5.19367985593003,52.2199390783961,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,43491f9e7a864df5ad595e0da366936d
3937,Hilversum,GM0402,37,Evangelische Omroep,"woonfunctie, kantoorfunctie",,Zuidoost,WK040205,Arenaparkkwartier,BU04020503,0402200001568927,Oude Amersfoortseweg,79,,1213AC,Hilversum,,,,5.1882236366249,52.2196602204628,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,b467bbcae9ff4b9f84868626f4c5a544
3938,Hilversum,GM0402,38,Zorgcentrum Gooiers Erf,"woonfunctie, gezondheidszorgfunctie",,Zuidoost,WK040205,Van Riebeeckkwartier,BU04020505,0402200001602813,Van Riebeeckweg,50,,1212EM,Hilversum,,,,5.19503489744694,52.2159353774919,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,ab3e097909424183942847895d527ff1
3939,Hilversum,GM0402,39,Wijkcentrum De Kruisdam,bijeenkomstfunctie,,Hilversumse Meent,WK040208,Hilversumse Meent,BU04020801,0402200001592829,De Meent,5,,1218CB,Hilversum,,,,5.13714025797905,52.2713146555427,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,8f36411a62734605b9cdb68a03a0b0dd
3940,Hilversum,GM0402,40,Gebouw 't Luye Gat,bijeenkomstfunctie,,Hilversumse Meent,WK040208,Hilversumse Meent,BU04020801,0402200001585724,Wandelmeent,61,,1218CR,Hilversum,,,,5.13818019841904,52.2695999146095,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,5ec1118deeb442c1a9915c207b2d88c2
3941,Hilversum,GM0402,41,Station Hilversum,"bijeenkomstfunctie, kantoorfunctie",,Centrum,WK040201,Centrum,BU04020101,0402200001626455,Stationsplein,1,,1211EX,Hilversum,"Stationsplein, mobiele unit",,,5.18084,52.22649,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,c432932ff31e40ca8e4a6ab522ed4866
3942,Hilversum,GM0402,42,Nederlands Instituut voor Beeld en Geluid,"bijeenkomstfunctie, overige gebruiksfunctie",,Noordwest,WK040202,Media Park,BU04020206,0402200001624073,Media Parkboulevard,1,,1217WE,Hilversum,,,,5.17331223843136,52.2356787702235,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,1f839829c1914339ae5e0b0c41ae3876
3943,Hilversum,GM0402,43,A. Roland Holst College,onderwijsfunctie,,Noordwest,WK040202,Boomberg,BU04020201,0402200001586757,Jonkerweg,31,,1217PM,Hilversum,,,,5.15681537536659,52.2289961287685,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Hilversum,Hilversum,verkiezingen@hilversum.nl,https://www.hilversum.nl/Home/Bestuur/Gemeente_raad/Gemeenteraadsverkiezing_2018,NLODSGM0402stembureaus20180321002,a17398b16d344180b0ca0aab974edcf4
3944,Aalsmeer,GM0358,,Zorgcentrum Aelsmeer,"bijeenkomstfunctie, gezondheidszorgfunctie, kantoorfunctie, overige gebruiksfunctie",,Wijk 00 Aalsmeer,WK035800,Centrum,BU03580000,0358200027915678,Molenpad,2,,1431BZ,Aalsmeer,,,,4.744784394,52.269764603,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Aalsmeer,Aalsmeer,,,NLODSGM0358stembureaus20180321002,442fa27447e543e08e6148a6e0f5518c
3945,Aalsmeer,GM0358,,Gebouw De Mikado,onderwijsfunctie,,Wijk 02 Oosteinde,WK035802,Oosteinde,BU03580205,0358200018940369,Catharina-Amalialaan,66,,1432JT,Aalsmeer,,,,4.800523904,52.276998461,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Aalsmeer,Aalsmeer,,,NLODSGM0358stembureaus20180321002,7ff56217c30b4ef58039b97e1eccd866
3946,Aalsmeer,GM0358,,Solidoe de Dolfijn,onderwijsfunctie,,Wijk 00 Aalsmeer,WK035800,Stommeer,BU03580001,0358200018935165,Baccarastraat,3,,1431RN,Aalsmeer,,,,4.754843814,52.264165826,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Aalsmeer,Aalsmeer,,,NLODSGM0358stembureaus20180321002,c84915d9cee1420b9ff2a6e04d6f11aa
3947,Aalsmeer,GM0358,,Wellantcollege MBO Aalsmeer,gezondheidszorgfunctie,,Wijk 00 Aalsmeer,WK035800,Stommeer,BU03580001,0358200000169558,Linnaeuslaan,2,,1431JV,Aalsmeer,,,,4.7667413583852,52.2629094935461,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Aalsmeer,Aalsmeer,,,NLODSGM0358stembureaus20180321002,31df798fd00843a58aac2089a708d297
3948,Aalsmeer,GM0358,,Buurthuis Hornmeer,bijeenkomstfunctie,,Wijk 00 Aalsmeer,WK035800,Hornmeer,BU03580004,0358200018936104,Roerdomplaan,3,,1431WH,Aalsmeer,,,,4.762755544,52.254610218,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Aalsmeer,Aalsmeer,,,NLODSGM0358stembureaus20180321002,06c5db5b44754640a3e5652e971868d7
3949,Albrandswaard,GM0613,,Delta Psychiatrisch Centrum,gezondheidszorgfunctie,,Wijk 03 Poortugaal-Zuid,WK061303,Polder Albrandswaard,BU06130312,0613200000152149,Albrandswaardsedijk,74,,3172AA,Poortugaal,,,,4.395454254,51.847840329,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Albrandswaard,Albrandswaard,,,NLODSGM0613stembureaus20180321002,eda2568dbac4441db7c953db997f5209
3950,Albrandswaard,GM0613,,Zorgcentrum Hooge-Werf,gezondheidszorgfunctie,,Wijk 03 Poortugaal-Zuid,WK061303,Poortugaal-Centrum,BU06130310,0613200000200840,'t Wiel,2,,3171BJ,Poortugaal,,,,4.392368303,51.855425691,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Albrandswaard,Albrandswaard,,,NLODSGM0613stembureaus20180321002,0027ddece282489aa7f7ec4540e6013b
3951,Albrandswaard,GM0613,,Korfbalvereniging RWA,overige gebruiksfunctie,,Wijk 03 Poortugaal-Zuid,WK061303,Landweg,BU06130309,0613200000153479,Landweg,69,,3171AL,Poortugaal,,,,4.399587321,51.858666706,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Albrandswaard,Albrandswaard,,,NLODSGM0613stembureaus20180321002,07b416086917429196bb0cdb0ee7323c
3952,Albrandswaard,GM0613,,FPC De Kijvelanden (Mobiel stembureau),"bijeenkomstfunctie, gezondheidszorgfunctie, kantoorfunctie, logiesfunctie, overige gebruiksfunctie",,Wijk 03 Poortugaal-Zuid,WK061303,Polder Albrandswaard,BU06130312,0613200000200036,Kijvelandsekade,1,,3172AB,Poortugaal,,,,4.387550935,51.846120611,,2018-03-21T10:30:00 tot 2018-03-21T12:30:00,N,,,,Albrandswaard,Albrandswaard,,,NLODSGM0613stembureaus20180321002,4ba3201db39d45e6a66363ff79df5e25
3953,Albrandswaard,GM0613,,De Brinkhoeve,bijeenkomstfunctie,,Wijk 03 Poortugaal-Zuid,WK061303,Beatrixstraat,BU06130308,0613200000147783,Kerkstraat,12,,3171GG,Poortugaal,,,,4.389141691,51.85727616,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Albrandswaard,Albrandswaard,,,NLODSGM0613stembureaus20180321002,ba0e200d92d948aab55ec9f4198d3e1c
3954,Albrandswaard,GM0613,,OBS Valckesteyn Noord,onderwijsfunctie,,Wijk 01 Poortugaal-Noord,WK061301,Valckesteyn,BU06130101,0613200000143139,Jan van Almondestraat,89,,3176VA,Poortugaal,,,,4.395207931,51.862612034,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Albrandswaard,Albrandswaard,,,NLODSGM0613stembureaus20180321002,5b4439357bd64b9e87d0860c6eadba4c
3955,Albrandswaard,GM0613,,Hervormd Centrum,bijeenkomstfunctie,,Wijk 04 Rhoon-Zuid,WK061304,Rhoon-Centrum,BU06130414,0613200000152039,Bernhardstraat,3,,3161AC,Rhoon,,,,4.416857881,51.85725407,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Albrandswaard,Albrandswaard,,,NLODSGM0613stembureaus20180321002,c0c7a3ff8e664813a316e927804ad3bf
3956,Albrandswaard,GM0613,,Wijkgebouw Portland,woonfunctie,,Wijk 06 Portland,WK061306,Portland-Centrum,BU06130624,0613200000146873,Hof van Portland,41,,3162WK,Rhoon,,,,4.471761701,51.857186109,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Albrandswaard,Albrandswaard,,,NLODSGM0613stembureaus20180321002,7c19573eeab84deb84da4975d44c8d2d
3957,Almelo,GM0141,,Mobiel Stembureau (ZGT Almelo),gezondheidszorgfunctie,,Wijk 19 Windmolenbroek,WK014119,Leemslagen-Oost,BU01411905,0141200000069655,Zilvermeeuw,1,,7609PP,Almelo,,,,6.64095036503281,52.33725568992,,2018-03-21T13:30:00 tot 2018-03-21T15:30:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,5d9f1eeb5233447b94502b5f97d1773c
3958,Almelo,GM0141,,Mobiel Stembureau (Obifit),"industriefunctie, kantoorfunctie",,Wijk 19 Windmolenbroek,WK014119,De Grens,BU01411908,0141200000069750,Twentepoort West,39,,7609RD,Almelo,,,,6.64654106577545,52.326707017819,,2018-03-21T17:00:00 tot 2018-03-21T20:00:00,N,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,d8246855ad9c4da0845238264b0db690
3959,Almelo,GM0141,,ROC van Twente Almelo,onderwijsfunctie,,Wijk 14 Wierdense Hoek,WK014114,Dijkstraat en omgeving,BU01411400,0141200000046713,Wierdensestraat,65,,7604BB,Almelo,,,,6.65609118057099,52.3556099485034,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,0880d70f0f77413092d01487c71e3c90
3960,Almelo,GM0141,,Basic-Fit Almelo,sportfunctie,,Wijk 14 Wierdense Hoek,WK014114,Verspreide huizen wijk 14,BU01411409,0141200000402224,Groenplein,2,,7604BG,Almelo,,,,6.62823788901877,52.3597685689317,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,2adecc0cfbaf49e4b16d4e564a07a888
3961,Almelo,GM0141,,Het Sportpark / Zwembad,sportfunctie,,Wijk 13 Sluitersveld,WK014113,Ootmarsumsestraat en omgeving,BU01411300,0141200000046505,Sluiskade Noordzijde,126,,7603XZ,Almelo,,,,6.67491473465964,52.3630308024049,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,c9fa3dfa45954acf8fa6a5d6b9702c3c
3962,Almelo,GM0141,,IISPA Sportbedrijf Almelo,sportfunctie,,Wijk 19 Windmolenbroek,WK014119,Groeneveld,BU01411900,0141200000402344,Stadionlaan,60,,7606JZ,Almelo,,,,6.64702345710896,52.3392828327161,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,5f5a4eb258154daab63d6319648848c0
3963,Almelo,GM0141,,Woonzorgcentrum De Hofkamp,woonfunctie,,Wijk 17 Hofkamp,WK014117,Hofkamp-West,BU01411700,0141200000061255,Canisiushof,1,,7607ZC,Almelo,,,,6.670486367,52.354319429,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,fca23344ed7d496da079269adb331853
3964,Almelo,GM0141,,Mobiel Stembureau (Het Meulenbelt),"woonfunctie, gezondheidszorgfunctie",,Wijk 12 Noorderkwartier,WK014112,Verspreide huizen wijk 12,BU01411209,0141200000042552,Vriezenveenseweg,176,,7602PV,Almelo,,,,6.66123157897951,52.3800603376325,,2018-03-21T10:30:00 tot 2018-03-21T12:30:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,b8fd8c1da0614f06be98988b7599b879
3965,Almelo,GM0141,,Mobiel Stembureau (Soweco N.V.),industriefunctie,,Wijk 12 Noorderkwartier,WK014112,Verspreide huizen wijk 12,BU01411209,0141200000042423,Plesmanweg,9,,7602PD,Almelo,,,,6.64532292649687,52.3697532888335,,2018-03-21T07:30:00 tot 2018-03-21T18:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,cf8861f7db094972a4b5378006003022
3966,Almelo,GM0141,,Wooncomplex Windmolenbroek,woonfunctie,,Wijk 19 Windmolenbroek,WK014119,Leemslagen-Zuid,BU01411903,0141200000068767,De Karekiet,75,A,7609KA,Almelo,,,,6.630696765,52.335063057,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,5a31c30990624b02ba9f10a27ebf34e2
3967,Almelo,GM0141,,Scholengemeenschap Canisius,onderwijsfunctie,,Wijk 18 Schelfhorst,WK014118,Schelfhorst-Zuidoost,BU01411805,0141200000064701,Slot,31,,7608ND,Almelo,,,,6.688133711,52.374917333,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,232dc4fa29fa42398faa687b53281a6a
3968,Almelo,GM0141,,Pinkstergemeente De Banier,bijeenkomstfunctie,,Wijk 17 Hofkamp,WK014117,Hofkamp-Oost,BU01411701,0141200000058988,Hofkampstraat,169,,7607NG,Almelo,,,,6.674228488,52.352759752,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,8c463d50b1484bb49b0cb926270be31a
3969,Almelo,GM0141,,AOC Oost,onderwijsfunctie,,Wijk 19 Windmolenbroek,WK014119,Verspreide huizen wijk 19,BU01411910,0141200000069573,Bornerbroeksestraat,348,,7609PH,Almelo,,,,6.660753605,52.336420493,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,011710633ccd469da4d8b8bba776aefe
3970,Almelo,GM0141,,Woon- en zorgcentrum Friso,woonfunctie,,Wijk 18 Schelfhorst,WK014118,Schelfhorst-Zuidoost,BU01411805,0141200000065153,Rustweg,1,,7608RM,Almelo,,,,6.679152582,52.371186475,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,08d723491c25457990718e656bafb9c6
3971,Almelo,GM0141,,Wijkcentrum De Schelf,bijeenkomstfunctie,,Wijk 18 Schelfhorst,WK014118,Schelfhorst-Noordwest,BU01411802,0141200000063941,Binnenhof,51,,7608KH,Almelo,,,,6.676650536,52.379015936,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,7f5805475e0846a9820f7fd11ffeb80d
3972,Almelo,GM0141,,Wijkcentrum De Driehoek,"bijeenkomstfunctie, sportfunctie",,Wijk 16 Ossenkoppelerhoek,WK014116,Ossenkoppelerhoek-West,BU01411604,0141200000403529,Jan Tooropstraat,27,,7606JS,Almelo,,,,6.64264107,52.342589206,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,98f027b8207b49c5a1b13e7b842fce9f
3973,Almelo,GM0141,,Pniëlkerk,bijeenkomstfunctie,,Wijk 16 Ossenkoppelerhoek,WK014116,Ossenkoppelerhoek-West,BU01411604,0141200000053633,Rembrandtlaan,352,,7606GX,Almelo,,,,6.646456372,52.344519479,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,7334b706619a47c8b966337b5b899e95
3974,Almelo,GM0141,,Tonny's Café,woonfunctie,,Wijk 16 Ossenkoppelerhoek,WK014116,Ossenkoppelerhoek-Oost,BU01411601,0141200000052224,Bornerbroeksestraat,287,A,7606BM,Almelo,,,,6.660977162,52.343186501,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,,,,Almelo,Almelo,,,NLODSGM0141stembureaus20180321002,d6b9dd29752a4706a8cfeb3400312274
